identification ID,cell line,Identified Protein,gene symbol,Accession Number,Molecular Weight,Protein Grouping Ambiguity,hsa-let-7a-1,hsa-let-7a-2,hsa-let-7a-3,hsa-let-7b,hsa-let-7c,hsa-let-7d,hsa-let-7e,hsa-let-7f-1,hsa-let-7f-2,hsa-let-7g,hsa-let-7i,hsa-mir-98,hsa-mir-1-1,hsa-mir-1-2,hsa-mir-7-1,hsa-mir-7-2,hsa-mir-7-3,hsa-mir-9-1,hsa-mir-9-2,hsa-mir-9-3,hsa-mir-10b,hsa-mir-15a,hsa-mir-15b,hsa-mir-16-1,hsa-mir-16-2,hsa-mir-17,hsa-mir-18a,hsa-mir-18b,hsa-mir-19a,hsa-mir-19b-1,hsa-mir-19b-2,hsa-mir-20a,hsa-mir-20b,hsa-mir-21,hsa-mir-25,hsa-mir-29a,hsa-mir-29b-1,hsa-mir-29b-2,hsa-mir-29c,hsa-mir-31,hsa-mir-34a,hsa-mir-34b,hsa-mir-34c,hsa-mir-92a-1,hsa-mir-92a-2,hsa-mir-93,hsa-mir-106a,hsa-mir-106b,hsa-mir-107,hsa-mir-122,hsa-mir-128-1,hsa-mir-128-2,hsa-mir-138-1,hsa-mir-138-2,hsa-mir-140,hsa-mir-141,hsa-mir-143,hsa-mir-145,hsa-mir-155,hsa-mir-199a-1,hsa-mir-199a-2,hsa-mir-200a,hsa-mir-200b,hsa-mir-200c,hsa-mir-205,hsa-mir-206,hsa-mir-214,hsa-mir-221,hsa-mir-222,hsa-mir-363,hsa-mir-429,hsa-mir-451
L-23,A549,heterogeneous nuclear ribonucleoproteins A2/B1 isoform B1 [Homo sapiens],HNRNPA2B1,gi|14043072,37 kDa,true,14,59,12,9,14,53,8,9,12,15,5,61,,2,4,,,10,7,10,8,7,12,9,9,12,34,57,21,14,7,12,7,5,4,9,10,8,9,,31,17,13,4,4,4,2,,,,3,18,4,3,6,3,6,,,6,4,3,2,4,2,4,5,,2,15,2,4
C-38,DLD-1,heterogeneous nuclear ribonucleoproteins A2/B1 isoform B1 [Homo sapiens],HNRNPA2B1,gi|14043072,37 kDa,true,13,46,17,9,14,34,11,18,11,8,9,87,5,5,5,,10,11,9,3,8,19,24,12,19,13,25,49,23,10,5,9,4,3,3,5,16,11,12,7,48,17,28,13,8,6,16,9,3,9,9,42,7,4,8,6,19,12,8,5,11,4,11,5,,3,4,11,7,60,7,9
P-39,DU145,heterogeneous nuclear ribonucleoproteins A2/B1 isoform B1 [Homo sapiens],HNRNPA2B1,gi|14043072,37 kDa,true,28,70,35,18,35,33,4,23,28,35,12,169,5,10,13,5,6,15,20,9,12,6,25,13,7,18,37,63,24,14,22,20,10,7,11,10,14,8,16,23,38,17,28,11,10,13,19,15,14,20,12,85,15,3,5,8,17,19,10,4,6,18,5,9,8,5,16,14,24,90,8,23
H-80,HEPG2,heterogeneous nuclear ribonucleoproteins A2/B1 isoform B1 [Homo sapiens],HNRNPA2B1,gi|14043072,37 kDa,,22,51,13,14,9,43,8,9,14,8,9,103,14,17,15,6,12,5,4,7,10,6,8,7,8,9,34,49,21,15,6,19,12,3,9,9,11,8,6,3,48,17,11,5,8,8,18,12,10,14,12,42,12,5,11,21,18,13,9,14,12,10,16,6,8,16,9,16,12,14,2,17
J-15,Jurkat,heterogeneous nuclear ribonucleoproteins A2/B1 isoform B1 [Homo sapiens],HNRNPA2B1,gi|14043072,37 kDa,true,55,96,64,28,67,47,7,38,41,76,16,120,4,,,,2,13,26,9,10,8,16,4,8,24,41,67,16,8,9,24,14,9,10,6,9,6,8,3,31,11,22,5,10,17,11,6,4,7,8,47,7,4,4,3,14,8,3,9,6,5,10,4,10,5,4,12,13,39,15,11
G-10,LN-229,heterogeneous nuclear ribonucleoproteins A2/B1 isoform B1 [Homo sapiens],HNRNPA2B1,gi|14043072,37 kDa,true,80,147,122,57,132,81,44,88,104,120,41,117,11,8,15,16,15,28,72,24,21,24,34,16,11,75,106,136,62,27,21,80,30,17,20,9,39,13,17,33,52,25,58,12,9,8,21,8,15,11,16,56,9,6,9,9,24,11,12,14,16,8,15,18,9,11,6,25,25,60,12,15
B-20,MCF7,heterogeneous nuclear ribonucleoproteins A2/B1 isoform B1 [Homo sapiens],HNRNPA2B1,gi|14043072,37 kDa,true,37,98,26,15,51,51,12,21,28,28,6,165,4,6,2,4,4,7,5,3,7,7,11,12,6,32,54,95,20,8,4,22,13,9,8,7,12,4,15,6,87,22,27,17,6,14,57,11,4,7,18,54,6,,7,16,8,17,7,4,6,7,6,8,7,3,3,10,13,54,7,6
T-4,NTERA-2,heterogeneous nuclear ribonucleoproteins A2/B1 isoform B1 [Homo sapiens],HNRNPA2B1,gi|14043072,37 kDa,true,29,65,54,14,74,27,13,28,62,57,6,61,8,6,4,8,10,8,44,7,10,,29,17,77,26,24,15,23,23,9,17,13,6,11,7,9,7,6,11,49,16,26,9,7,2,12,5,9,5,9,73,9,5,7,16,16,15,22,8,10,5,7,7,3,5,9,15,7,32,5,6
R-6,Raji,heterogeneous nuclear ribonucleoproteins A2/B1 isoform B1 [Homo sapiens],HNRNPA2B1,gi|14043072,37 kDa,true,77,104,87,43,109,72,28,66,86,130,26,110,,,,,,19,42,10,14,16,16,7,7,44,104,97,37,16,10,50,34,12,12,7,15,3,7,,48,16,59,16,7,6,19,6,,,13,62,,,,19,,8,5,,,4,7,4,4,,,15,27,48,8,11
M-79,SK-MEL-28,heterogeneous nuclear ribonucleoproteins A2/B1 isoform B1 [Homo sapiens],HNRNPA2B1,gi|14043072,37 kDa,true,10,65,,6,4,22,4,5,,8,2,91,3,14,5,4,4,5,4,,3,2,9,,,3,35,27,11,5,2,13,6,3,3,3,5,2,5,4,33,7,7,4,2,2,7,3,,6,21,6,,2,8,4,14,6,,4,4,3,,,3,2,3,4,8,51,10,5
N-11,SK-N-MC,heterogeneous nuclear ribonucleoproteins A2/B1 isoform B1 [Homo sapiens],HNRNPA2B1,gi|14043072,37 kDa,true,41,98,58,22,55,46,25,32,36,5,17,90,19,12,22,17,22,19,17,13,10,9,23,18,19,19,43,63,18,24,13,21,21,11,10,13,18,13,7,46,48,18,29,17,11,12,21,18,13,15,15,62,20,15,24,21,27,25,20,24,23,11,16,17,9,12,15,18,18,17,13,17
L-112,A549,heterogeneous nuclear ribonucleoprotein A3 [Homo sapiens],HNRNPA3,gi|34740329,40 kDa,true,7,29,5,6,9,38,2,8,6,3,3,13,,,,,,3,2,,3,3,5,,4,3,25,16,12,3,2,9,2,2,2,2,4,,,,13,3,4,,,,,,,,,3,,,,,,,,2,,,,,,,,,,6,,
C-60,DLD-1,heterogeneous nuclear ribonucleoprotein A3 [Homo sapiens],HNRNPA3,gi|34740329,40 kDa,true,11,40,6,2,10,34,10,14,8,6,9,64,5,4,6,,5,11,5,3,9,12,14,5,9,10,21,37,20,3,2,19,,,5,6,13,7,13,5,44,9,14,8,4,6,8,3,2,6,2,36,7,,6,11,18,12,3,3,10,3,7,6,4,3,4,11,9,44,4,5
P-115,DU145,heterogeneous nuclear ribonucleoprotein A3 [Homo sapiens],HNRNPA3,gi|34740329,40 kDa,true,16,43,17,11,26,25,,14,14,20,7,75,2,4,6,3,4,8,10,5,2,5,14,6,3,8,24,29,13,3,12,18,2,4,6,6,8,4,12,8,19,12,13,5,4,6,9,6,4,3,6,45,6,,3,4,8,7,5,,3,9,4,5,6,,4,9,12,33,2,14
H-56,HEPG2,heterogeneous nuclear ribonucleoprotein A3 [Homo sapiens],HNRNPA3,gi|34740329,40 kDa,true,26,48,19,11,29,45,16,21,25,22,14,111,8,17,16,15,13,9,5,8,7,10,16,13,7,14,38,48,28,22,4,26,12,8,9,11,6,11,14,4,47,17,18,9,7,8,20,16,9,10,15,53,10,4,11,19,18,17,13,11,12,14,13,9,11,10,15,26,22,31,,15
J-31,Jurkat,heterogeneous nuclear ribonucleoprotein A3 [Homo sapiens],HNRNPA3,gi|34740329,40 kDa,true,40,47,35,13,37,30,7,23,25,44,7,65,,,,,,3,12,3,4,8,10,2,4,15,29,32,9,3,5,28,17,7,4,2,11,3,5,3,22,10,14,4,4,17,5,,,2,4,30,4,,,2,12,3,4,4,6,2,10,2,3,3,4,12,13,26,6,9
G-39,LN-229,heterogeneous nuclear ribonucleoprotein A3 [Homo sapiens],HNRNPA3,gi|34740329,40 kDa,true,41,64,50,29,51,48,21,40,40,46,15,41,3,2,,2,3,13,26,8,6,8,15,6,5,42,49,60,19,10,4,32,12,6,10,4,17,3,6,17,26,10,27,3,2,2,5,2,2,3,8,32,6,,4,3,14,3,4,6,8,2,3,,,,6,8,14,24,4,5
B-54,MCF7,heterogeneous nuclear ribonucleoprotein A3 [Homo sapiens],HNRNPA3,gi|34740329,40 kDa,true,27,52,21,10,30,30,4,13,19,15,2,74,2,,,,,,4,,5,10,8,3,,17,30,37,12,5,2,30,5,2,3,4,8,4,6,,35,14,18,6,3,9,8,7,,2,14,44,,,2,20,2,8,8,,4,5,6,6,5,2,2,7,11,27,3,8
T-18,NTERA-2,heterogeneous nuclear ribonucleoprotein A3 [Homo sapiens],HNRNPA3,gi|34740329,40 kDa,true,16,38,45,8,45,17,6,16,56,34,,42,,,,2,4,2,11,3,6,,17,8,43,16,9,16,6,10,7,32,6,8,4,2,8,2,4,2,39,12,27,6,3,,7,2,2,,3,50,3,,,5,10,13,9,3,4,3,,3,,,3,8,4,20,,2
R-22,Raji,heterogeneous nuclear ribonucleoprotein A3 [Homo sapiens],HNRNPA3,gi|34740329,40 kDa,true,30,49,39,24,60,42,13,34,43,65,12,48,,,,,,9,22,,6,7,4,3,3,28,49,54,21,9,,39,22,4,6,3,7,2,4,8,25,9,22,2,,,4,2,,,3,39,,,,10,,6,3,,,2,6,,4,,,15,13,31,,5
M-112,SK-MEL-28,heterogeneous nuclear ribonucleoprotein A3 [Homo sapiens],HNRNPA3,gi|34740329,40 kDa,true,13,39,4,8,3,28,5,7,4,9,4,63,2,10,2,2,2,3,3,2,,,6,3,2,3,28,22,12,4,,16,4,,,2,9,,6,,40,10,4,5,2,3,8,,,2,30,12,,,2,5,12,2,2,2,4,2,4,,4,2,4,8,6,43,8,3
N-16,SK-N-MC,heterogeneous nuclear ribonucleoprotein A3 [Homo sapiens],HNRNPA3,gi|34740329,40 kDa,true,37,75,53,26,57,46,18,38,33,19,8,57,14,8,13,19,16,12,22,6,10,6,27,12,10,15,47,62,21,11,7,31,12,13,10,9,14,9,12,36,49,25,29,15,8,7,14,9,8,12,10,55,16,10,17,15,22,9,9,18,14,11,9,13,6,12,15,12,11,15,8,16
"L-83,3",A549,heterogeneous nuclear ribonucleoprotein K isoform a variant [Homo sapiens],HNRNPK,gi|62088704,49 kDa,,9,12,8,10,10,14,7,7,8,9,4,19,,,4,3,,9,6,9,8,9,6,13,14,8,14,18,8,12,7,14,7,12,4,13,7,14,10,,5,18,4,,,4,,2,,,2,,4,2,4,4,,,2,6,,,,3,,4,3,,,,,
"C-63,2",DLD-1,heterogeneous nuclear ribonucleoprotein K isoform a variant [Homo sapiens],HNRNPK,gi|62088704,49 kDa,,10,19,15,4,7,11,11,8,5,12,7,38,5,5,6,2,6,9,7,6,14,21,15,13,20,9,7,8,10,9,8,11,7,7,7,10,12,14,12,9,8,16,12,11,15,12,9,11,6,11,8,10,6,4,4,26,13,13,11,8,7,7,13,10,11,5,10,8,8,10,8,10
"P-55,2",DU145,heterogeneous nuclear ribonucleoprotein K isoform a variant [Homo sapiens],HNRNPK,gi|62088704,49 kDa,,10,11,7,7,11,6,4,8,17,14,9,53,15,13,20,22,15,7,6,10,9,7,16,10,15,10,11,16,17,22,32,13,15,17,14,19,10,20,23,19,48,34,13,12,12,22,30,25,17,14,18,16,20,13,8,42,15,19,19,11,10,19,16,13,22,13,18,17,14,23,23,25
"H-98,2",HEPG2,heterogeneous nuclear ribonucleoprotein K isoform a variant [Homo sapiens],HNRNPK,gi|62088704,49 kDa,,17,21,16,19,16,16,15,13,10,12,13,37,10,18,14,10,9,9,4,4,10,10,11,13,13,17,11,10,13,11,11,11,15,14,11,9,8,14,6,11,10,19,18,10,9,17,13,15,14,24,13,20,12,15,10,24,16,15,17,16,11,15,19,15,12,16,11,11,18,2,4,20
"J-52,2",Jurkat,heterogeneous nuclear ribonucleoprotein K isoform a variant [Homo sapiens],HNRNPK,gi|62088704,49 kDa,,12,7,8,6,8,6,7,5,7,15,10,42,,3,3,,2,7,4,4,6,3,5,4,8,8,8,4,4,6,7,8,9,6,5,6,5,6,5,3,,9,4,5,12,12,6,8,5,4,7,7,3,6,3,26,8,9,2,13,11,3,7,8,13,10,12,9,8,7,9,9
"G-58,2",LN-229,heterogeneous nuclear ribonucleoprotein K isoform a variant [Homo sapiens],HNRNPK,gi|62088704,49 kDa,,15,12,21,22,17,16,13,12,14,20,24,32,7,3,10,10,5,13,4,11,5,9,21,9,12,14,5,10,15,9,7,6,9,9,13,4,9,8,11,10,8,14,3,2,4,8,5,4,11,2,16,7,2,5,4,27,9,3,7,5,6,9,7,15,26,8,10,14,3,10,7,4
"B-118,3",MCF7,heterogeneous nuclear ribonucleoprotein K isoform a variant [Homo sapiens],HNRNPK,gi|62088704,49 kDa,,5,5,3,6,4,4,3,5,7,6,5,38,2,3,,,,3,6,5,6,6,12,7,7,5,8,12,7,6,6,9,9,6,7,11,11,9,7,,10,8,9,10,8,10,12,9,3,10,12,9,,3,2,18,6,10,8,4,2,9,6,6,10,4,5,6,7,5,5,5
"T-28,2",NTERA-2,heterogeneous nuclear ribonucleoprotein K isoform a variant [Homo sapiens],HNRNPK,gi|62088704,49 kDa,,8,8,8,4,8,7,11,8,5,3,3,31,5,4,4,7,13,4,,4,9,,5,13,6,8,2,18,22,3,8,7,13,15,7,11,10,9,10,8,16,13,8,5,2,6,6,8,5,5,4,5,6,8,5,24,7,12,15,5,9,5,4,8,15,5,6,5,6,6,5,7
"R-70,8",Raji,heterogeneous nuclear ribonucleoprotein K isoform a variant [Homo sapiens],HNRNPK,gi|62088704,49 kDa,,8,6,7,7,9,8,7,7,6,7,9,28,,,,,,11,5,6,4,7,10,6,5,8,7,6,8,8,4,3,4,4,4,5,4,3,4,,6,7,3,5,4,6,5,,,,4,2,,,,3,,,3,,,,,,,,,,,2,,
"M-76,2",SK-MEL-28,heterogeneous nuclear ribonucleoprotein K isoform a variant [Homo sapiens],HNRNPK,gi|62088704,49 kDa,,18,12,8,10,11,8,10,12,10,12,9,32,10,12,6,7,10,9,10,11,8,3,7,8,13,12,10,14,14,11,8,9,8,8,7,2,6,8,5,4,4,7,7,3,9,6,7,6,8,6,8,4,,8,10,9,10,5,9,9,9,7,12,9,12,11,13,10,10,5,7,4
"N-32,2",SK-N-MC,heterogeneous nuclear ribonucleoprotein K isoform a variant [Homo sapiens],HNRNPK,gi|62088704,49 kDa,,18,16,12,12,15,14,21,16,11,14,14,40,8,12,16,5,11,7,4,10,3,5,6,11,14,13,18,22,16,27,13,3,11,9,10,17,10,8,8,11,6,11,5,14,12,11,12,7,7,20,11,11,6,15,13,31,17,17,13,14,16,10,7,13,12,12,8,17,10,9,11,20
P-1710,DU145,DNA/RNA-binding protein KIN17 [Homo sapiens],KIN,gi|13124883,45 kDa,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J-732,Jurkat,DNA/RNA-binding protein KIN17 [Homo sapiens],KIN,gi|13124883,45 kDa,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,
G-852,LN-229,DNA/RNA-binding protein KIN17 [Homo sapiens],KIN,gi|13124883,45 kDa,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B-1034,MCF7,DNA/RNA-binding protein KIN17 [Homo sapiens],KIN,gi|13124883,45 kDa,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-571,HEPG2,tripartite motif-containing protein 71 [Homo sapiens],TRIM71,gi|84993742,93 kDa,,,,,,,,,,2,,,,7,52,,,,,,,,26,,,,,,2,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T-205,NTERA-2,tripartite motif-containing protein 71 [Homo sapiens],TRIM71,gi|84993742,93 kDa,,,,,,,,,,,,,,13,51,,,,,,,,4,,,,,,,,,,,,,5,57,5,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
"L-575,4",A549,RNA-binding protein isoform G3BP-2a [Homo sapiens],G3BP2,gi|5805295,54 kDa,true,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,
"P-561,1",DU145,RNA-binding protein isoform G3BP-2a [Homo sapiens],G3BP2,gi|5805295,54 kDa,true,,2,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,3,,,,,,2,5,,,,,2,2,,,23,,,,,,,,,,,,3,3,,,,,,,,
"H-1287,4",HEPG2,RNA-binding protein isoform G3BP-2a [Homo sapiens],G3BP2,gi|5805295,54 kDa,true,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,
"J-803,4",Jurkat,RNA-binding protein isoform G3BP-2a [Homo sapiens],G3BP2,gi|5805295,54 kDa,true,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G-172,1",LN-229,RNA-binding protein isoform G3BP-2a [Homo sapiens],G3BP2,gi|5805295,54 kDa,true,,,11,13,3,8,5,5,3,8,9,4,2,,21,8,2,,,,3,,8,2,2,3,2,,4,2,,,6,3,6,,4,,2,5,7,9,,3,,3,3,4,3,,24,6,,2,2,2,,4,3,,,2,2,7,4,,2,3,3,8,3,
"B-677,1",MCF7,RNA-binding protein isoform G3BP-2a [Homo sapiens],G3BP2,gi|5805295,54 kDa,true,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
"R-269,4",Raji,RNA-binding protein isoform G3BP-2a [Homo sapiens],G3BP2,gi|5805295,54 kDa,true,3,,2,,,3,3,2,,,,,,,4,,,,,,,,,,,,,,,,,,,,4,,,,,,2,3,,,,,,,,,16,2,,,,,,,,,,,,,,,,,,2,,
"M-764,4",SK-MEL-28,RNA-binding protein isoform G3BP-2a [Homo sapiens],G3BP2,gi|5805295,54 kDa,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,
L-492,A549,zinc finger CCCH domain-containing protein 7A [Homo sapiens],ZC3H7A,gi|27414497,111 kDa,true,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P-1314,DU145,zinc finger CCCH domain-containing protein 7A [Homo sapiens],ZC3H7A,gi|27414497,111 kDa,true,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-636,HEPG2,zinc finger CCCH domain-containing protein 7A [Homo sapiens],ZC3H7A,gi|27414497,111 kDa,true,,,,,,,,,,,,,,,42,,,,,,,,,,26,,,,,,,,,,,30,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,
J-656,Jurkat,zinc finger CCCH domain-containing protein 7A [Homo sapiens],ZC3H7A,gi|27414497,111 kDa,true,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-372,LN-229,zinc finger CCCH domain-containing protein 7A [Homo sapiens],ZC3H7A,gi|27414497,111 kDa,true,,,,,,,,,,,,,,,36,,,,,,,,,,39,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B-680,MCF7,zinc finger CCCH domain-containing protein 7A [Homo sapiens],ZC3H7A,gi|27414497,111 kDa,true,,,,,,,,,,,,,,,9,,,,,,,,,,12,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-387,Raji,zinc finger CCCH domain-containing protein 7A [Homo sapiens],ZC3H7A,gi|27414497,111 kDa,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M-1138,SK-MEL-28,zinc finger CCCH domain-containing protein 7A [Homo sapiens],ZC3H7A,gi|27414497,111 kDa,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"L-642,3",A549,zinc finger CCCH domain-containing protein 7B [Homo sapiens],ZC3H7B,gi|27881484,110 kDa,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C-663,3",DLD-1,zinc finger CCCH domain-containing protein 7B [Homo sapiens],ZC3H7B,gi|27881484,110 kDa,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P-1203,DU145,RecName: Full=Zinc finger CCCH domain-containing protein 7B; AltName: Full=Rotavirus 'X'-associated non-structural protein; Short=RoXaN,ZC3H7B,gi|20455239,112 kDa,true,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-1016,HEPG2,RecName: Full=Zinc finger CCCH domain-containing protein 7B; AltName: Full=Rotavirus 'X'-associated non-structural protein; Short=RoXaN,ZC3H7B,gi|20455239,112 kDa,true,,,,,,,,,,,,,,,20,,,,,,,,,,11,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J-700,Jurkat,RecName: Full=Zinc finger CCCH domain-containing protein 7B; AltName: Full=Rotavirus 'X'-associated non-structural protein; Short=RoXaN,ZC3H7B,gi|20455239,112 kDa,true,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G-884,3",LN-229,zinc finger CCCH domain-containing protein 7B [Homo sapiens],ZC3H7B,gi|27881484,110 kDa,true,,,,,,,,,,,,,,,10,,,,,,,,,,6,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"B-785,1",MCF7,zinc finger CCCH domain-containing protein 7B [Homo sapiens],ZC3H7B,gi|27881484,110 kDa,true,,,,,,,,,,,,,,,8,,,,,,,,,,9,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"T-760,3",NTERA-2,zinc finger CCCH domain-containing protein 7B [Homo sapiens],ZC3H7B,gi|27881484,110 kDa,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"R-530,3",Raji,zinc finger CCCH domain-containing protein 7B [Homo sapiens],ZC3H7B,gi|27881484,110 kDa,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M-1024,3",SK-MEL-28,zinc finger CCCH domain-containing protein 7B [Homo sapiens],ZC3H7B,gi|27881484,110 kDa,true,,,,,,,,,,,,,,,4,,,,,,,,,,2,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"N-839,3",SK-N-MC,zinc finger CCCH domain-containing protein 7B [Homo sapiens],ZC3H7B,gi|27881484,110 kDa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,
"C-1038,1",DLD-1,5'-3' exoribonuclease 1 isoform a [Homo sapiens],XRN1,gi|110624792,194 kDa,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"P-1124,1",DU145,5'-3' exoribonuclease 1 isoform a [Homo sapiens],XRN1,gi|110624792,194 kDa,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"P-1487,2",DU145,E3 ubiquitin/ISG15 ligase TRIM25 [Homo sapiens],TRIM25,gi|68160937,71 kDa,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H-644,1",HEPG2,E3 ubiquitin/ISG15 ligase TRIM25 [Homo sapiens],TRIM25,gi|68160937,71 kDa,,,,2,,,,,,,,,2,2,,32,,,,,,,,,,10,,,,,,2,,,2,,6,,,,,,,,,5,,,,,,,,,,,,,,2,,,,,,10,12,,9,,3,,
"B-576,2",MCF7,E3 ubiquitin/ISG15 ligase TRIM25 [Homo sapiens],TRIM25,gi|68160937,71 kDa,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,3,,,2,2,,6,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,3,,,,,,
"P-497,2",DU145,ATXN2L protein [Homo sapiens],ATXN2L,gi|45751604,116 kDa,true,,,,,,5,,,,3,6,,,,49,,,,,,,,,,,,,,,,,,2,,,,,,,,,3,,,,,,,,,32,,,,,,,,,,,,,9,6,,,,,4,,
"J-867,1",Jurkat,ATXN2L protein [Homo sapiens],ATXN2L,gi|45751604,116 kDa,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G-156,2",LN-229,ATXN2L protein [Homo sapiens],ATXN2L,gi|45751604,116 kDa,true,12,5,13,14,3,9,11,13,5,11,12,3,3,,36,10,3,,,,2,,4,,2,2,,,2,,,,5,3,8,,,,,5,4,5,,,,,,,,,48,9,,,,,,,,,,,,5,,,,,,5,,
"B-1063,16",MCF7,ATXN2L protein [Homo sapiens],ATXN2L,gi|45751604,116 kDa,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"R-103,2",Raji,ATXN2L protein [Homo sapiens],ATXN2L,gi|45751604,116 kDa,true,2,,5,,,4,6,10,2,8,7,3,2,,41,8,3,,,,,,,,,,,,,,,,,,7,,,,,,5,,,,,,,,,,27,3,,,,,,,,,,,,7,,,3,,,3,,
"P-1070,5",DU145,ATXN2 protein [Homo sapiens],ATXN2,gi|85057074,122 kDa,true,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
"G-1158,5",LN-229,ATXN2 protein [Homo sapiens],ATXN2,gi|85057074,122 kDa,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,
"R-635,5",Raji,ATXN2 protein [Homo sapiens],ATXN2,gi|85057074,122 kDa,true,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
